age,attrition,business_travel,distance_from_home,education,education_field,environment_satisfaction,gender,job_involvement,job_level,job_role,job_satisfaction,marital_status,num_companies_worked,over_time,percent_salary_hike,relationship_satisfaction,standard_hours,stock_option_level,worklife_balance,years_at_company,years_since_last_promotion,years_with_curr_manager,remote_work,monthly_income_$,total_working_years
53,no,non-travel,7,2,medical,4,F,3,5, manager ,3,divorced,3,No,18,2,full-time,1,3,7,4,7,no,13697,26
35,no,non-travel,17,4,life sciences,3,M,3,2, sales executive ,1,unknown,3,unknown,15,4,full-time,3,3,7,1,7,yes,8153,15
33,no,non-travel,25,3,medical,2,F,3,2, sales executive ,3,unknown,1,No,12,1,full-time,1,2,10,0,1,yes,6399,11
36,no,non-travel,6,4,life sciences,3,M,1,1, laboratory technician ,3,divorced,1,No,14,3,full-time,1,3,7,1,7,yes,6399,11
30,no,travel_rarely,7,4,life sciences,3,M,3,2, laboratory technician ,3,divorced,1,unknown,13,1,full-time,3,2,10,8,9,yes,3491,6
60,no,non-travel,29,4,unknown,29,M,4,2, sales executive ,4,divorced,0,unknown,18,2,full-time,1,3,11,1,9,yes,5220,12
32,no,non-travel,2,2,life sciences,4,F,3,2, research scientist ,3,single,4,Yes,14,4,full-time,0,3,8,0,7,no,5633,10
36,no,non-travel,1,3,technical degree,3,F,1,3, manufacturing director ,1,divorced,2,Yes,21,3,full-time,1,3,7,7,7,yes,10252,17
27,no,travel_rarely,14,3,unknown,1,M,3,1, research scientist ,1,unknown,1,unknown,14,4,part-time,2,2,9,6,8,yes,6399,11
43,no,non-travel,3,3,life sciences,3,M,1,5, research director ,4,unknown,3,No,14,2,part-time,1,3,8,0,7,yes,19740,32
29,no,travel_rarely,1,3,unknown,4,F,2,4, research director ,4,divorced,3,No,14,2,full-time,2,2,7,1,7,yes,5129,9
59,no,non-travel,24,4,unknown,24,M,3,3, manufacturing director ,4,single,6,No,12,4,full-time,0,2,9,5,4,no,6399,11
43,no,travel_rarely,4,4,marketing,4,F,2,3, sales executive ,4,single,3,No,14,4,full-time,0,4,21,15,17,yes,12185,23
44,yes,travel_rarely,15,3,medical,1,F,3,3, healthcare representative ,4,married,1,unknown,11,4,part-time,1,3,10,0,5,yes,6399,11
29,yes,non-travel,7,3,technical degree,2,F,3,1, laboratory technician ,3,divorced,3,Yes,13,1,full-time,2,3,7,7,7,yes,5633,10
32,no,travel_rarely,8,3,unknown,3,M,4,2, sales executive ,4,married,1,unknown,15,3,full-time,2,4,10,0,8,no,6209,11
36,no,travel_rarely,10,4,technical degree,4,F,3,3, healthcare representative ,3,married,3,No,12,1,full-time,0,3,7,1,7,yes,7094,12
52,yes,non-travel,5,3,unknown,2,M,3,3, sales executive ,2,single,9,Yes,19,3,full-time,0,2,8,7,7,yes,6399,11
39,no,travel_rarely,33,2,unknown,1,M,3,2, manufacturing director ,3,single,0,unknown,11,1,full-time,0,3,8,1,7,yes,4534,8
34,no,non-travel,9,3,unknown,4,M,3,3, healthcare representative ,4,unknown,0,unknown,11,4,part-time,1,2,9,1,6,yes,8500,10
38,no,non-travel,2,2,life sciences,2,F,3,2, sales executive ,1,unknown,3,unknown,15,4,full-time,1,3,7,1,7,yes,6137,11
36,no,travel_frequently,12,3,marketing,12,F,4,2, sales executive ,1,married,2,No,16,4,full-time,1,2,15,6,13,yes,4639,8
35,no,non-travel,1,3,unknown,4,F,2,2, laboratory technician ,4,unknown,0,No,12,2,part-time,1,3,9,0,0,no,5363,10
55,yes,non-travel,13,4,unknown,1,M,4,4, sales executive ,3,unknown,6,unknown,17,3,part-time,0,2,19,3,8,yes,6399,11
34,no,non-travel,29,3,unknown,2,M,3,2, laboratory technician ,3,unknown,4,unknown,13,1,full-time,2,3,8,7,7,no,5633,10
43,no,non-travel,6,3,medical,1,F,2,2, research scientist ,3,single,1,Yes,14,1,full-time,0,1,20,1,8,no,4081,20
42,no,travel_rarely,10,3,human resources,3,F,3,4, manager ,1,married,0,unknown,14,3,part-time,1,3,20,0,9,no,11177,21
26,no,travel_rarely,7,3,unknown,3,M,4,1, laboratory technician ,1,single,0,No,12,4,full-time,0,3,7,0,7,yes,3578,8
29,yes,non-travel,14,1,other,3,F,3,3, healthcare representative ,4,single,0,Yes,12,1,full-time,0,3,8,7,7,yes,6399,11
54,no,non-travel,1,3,unknown,4,F,3,4, research director ,4,unknown,6,unknown,19,4,full-time,0,2,20,12,7,no,17328,29
55,no,non-travel,1,4,unknown,2,M,4,4, research director ,4,divorced,2,No,13,4,part-time,2,4,7,0,0,yes,16217,31
40,no,non-travel,9,4,other,3,M,3,2, laboratory technician ,3,unknown,3,No,11,3,part-time,2,3,8,0,7,yes,6137,11
31,no,non-travel,8,2,unknown,1,M,3,3, sales executive ,4,divorced,1,unknown,18,1,full-time,1,3,13,9,9,yes,10793,13
46,yes,non-travel,9,3,marketing,1,M,3,3, sales executive ,4,divorced,4,No,11,1,full-time,1,4,7,4,3,yes,14705,28
45,no,travel_rarely,20,3,medical,2,M,1,3, healthcare representative ,1,unknown,2,Yes,18,2,part-time,1,3,7,0,7,no,10851,18
49,no,travel_rarely,7,4,life sciences,3,M,3,3, healthcare representative ,2,divorced,3,unknown,14,2,full-time,2,3,8,0,7,no,10466,29
29,no,travel_rarely,19,3,unknown,3,M,2,2, sales executive ,3,unknown,1,unknown,14,3,full-time,2,3,10,0,4,yes,5633,10
29,yes,non-travel,1,4,technical degree,1,M,2,1, research scientist ,1,single,6,No,13,3,full-time,0,1,9,0,7,yes,2362,5
29,no,non-travel,8,1,other,3,F,1,2, healthcare representative ,1,unknown,3,No,13,3,full-time,1,3,7,0,7,yes,5129,9
40,no,travel_rarely,6,2,unknown,3,M,3,4, manager ,4,single,1,Yes,21,4,part-time,0,3,21,7,7,yes,11177,21
48,no,non-travel,16,4,life sciences,3,F,3,2, sales executive ,3,divorced,8,No,14,3,full-time,1,3,8,7,7,yes,6439,18
53,yes,non-travel,2,5,unknown,3,F,2,3, manufacturing director ,4,married,0,unknown,16,2,full-time,1,3,33,1,9,yes,6399,11
44,no,non-travel,7,3,medical,2,F,3,5, research director ,4,unknown,0,Yes,14,4,part-time,1,2,22,1,10,no,6399,11
45,no,non-travel,5,5,unknown,3,F,1,2, laboratory technician ,1,unknown,1,unknown,14,1,full-time,0,3,10,1,4,no,5769,10
45,no,non-travel,26,3,marketing,1,M,2,2, sales executive ,1,unknown,1,unknown,15,1,part-time,1,3,10,4,5,no,4385,10
34,no,travel_frequently,10,4,unknown,3,M,4,2, manufacturing director ,4,unknown,1,unknown,13,1,full-time,1,3,9,7,2,yes,5129,9
39,no,non-travel,10,5,medical,2,M,3,2, manufacturing director ,1,unknown,2,unknown,13,4,full-time,3,3,7,7,7,no,6399,11
27,no,non-travel,36,3,unknown,36,M,2,1, laboratory technician ,1,divorced,1,No,11,1,full-time,2,3,7,0,7,yes,4066,7
45,no,travel_rarely,2,2,unknown,4,F,2,2, manufacturing director ,4,divorced,1,unknown,19,1,full-time,2,3,10,3,9,yes,5633,10
44,no,non-travel,1,5,unknown,1,M,3,2, human resources ,4,married,4,Yes,11,3,full-time,0,3,10,0,2,yes,7649,14
25,no,non-travel,2,1,life sciences,4,M,4,2, manufacturing director ,3,divorced,1,unknown,17,3,full-time,2,3,7,0,7,no,5206,7
49,no,non-travel,1,3,unknown,3,M,3,4, manager ,3,single,4,unknown,14,1,part-time,0,3,8,0,0,yes,12185,23
48,yes,travel_frequently,7,2,unknown,4,F,3,1, sales representative ,3,unknown,2,unknown,11,3,part-time,2,3,9,7,7,no,2655,19
26,no,non-travel,7,3,medical,4,M,3,1, laboratory technician ,4,unknown,1,No,20,3,part-time,0,3,7,5,7,yes,2570,7
44,no,travel_rarely,2,3,life sciences,3,F,4,3, healthcare representative ,4,unknown,1,unknown,19,2,full-time,1,3,8,6,7,yes,6399,11
36,no,non-travel,2,4,unknown,3,F,3,2, sales representative ,4,single,3,unknown,15,3,full-time,0,2,13,6,7,yes,4502,17
46,no,non-travel,13,4,unknown,3,M,3,2, healthcare representative ,2,single,6,No,14,4,full-time,0,3,10,0,9,yes,10169,19
35,no,non-travel,27,4,life sciences,4,M,3,2, manufacturing director ,3,married,2,unknown,16,2,part-time,1,3,7,0,7,yes,9161,17
30,no,travel_frequently,2,4,unknown,4,F,2,1, research scientist ,1,unknown,0,unknown,16,4,part-time,0,3,9,0,7,no,4968,10
30,no,non-travel,15,2,marketing,3,M,2,3, sales executive ,1,unknown,2,No,11,1,part-time,1,3,7,1,7,yes,6399,11
33,no,non-travel,2,3,marketing,4,F,3,2, sales executive ,2,unknown,8,No,15,4,full-time,0,2,11,1,7,yes,5147,13
32,no,non-travel,5,4,unknown,2,M,3,1, research scientist ,2,single,2,No,14,2,full-time,0,3,7,0,7,yes,2718,12
43,no,travel_rarely,2,3,life sciences,2,M,3,1, human resources ,4,unknown,0,No,13,2,part-time,0,3,9,1,8,no,3539,6
31,no,travel_rarely,29,4,marketing,1,F,2,2, sales executive ,4,unknown,1,unknown,14,1,full-time,2,3,12,5,7,yes,5468,10
35,yes,non-travel,27,3,unknown,3,M,3,2, sales executive ,4,unknown,1,unknown,18,4,part-time,0,3,10,7,7,no,5813,10
35,no,non-travel,2,2,medical,2,M,3,2, manufacturing director ,4,divorced,2,No,14,3,full-time,1,3,7,1,7,no,8153,15
30,no,non-travel,10,3,medical,1,F,3,3, manufacturing director ,3,single,9,No,14,2,full-time,0,3,7,0,2,no,9667,9
46,yes,travel_rarely,19,2,medical,4,F,3,2, healthcare representative ,2,married,4,No,22,4,full-time,1,4,9,3,7,no,7145,13
45,no,non-travel,2,4,unknown,3,F,3,2, sales executive ,3,married,4,unknown,22,2,full-time,2,4,8,5,7,no,5154,10
43,no,travel_frequently,2,4,life sciences,1,M,3,2, sales executive ,4,married,1,unknown,20,3,full-time,1,3,7,7,7,no,5675,7
46,yes,non-travel,10,3,life sciences,3,F,3,3, sales executive ,2,unknown,5,unknown,21,3,part-time,3,3,8,0,7,yes,7314,14
40,no,travel_rarely,1,4,unknown,1,M,3,4, manager ,1,unknown,2,unknown,11,1,full-time,1,3,19,11,16,yes,11681,22
27,no,travel_rarely,2,2,unknown,1,F,4,2, sales executive ,3,single,0,No,14,2,full-time,0,2,8,0,7,no,5129,9
42,no,non-travel,6,3,medical,3,M,3,3, research director ,1,married,9,No,13,2,part-time,1,4,13,5,7,yes,9665,18
26,no,travel_frequently,6,3,other,3,M,4,1, laboratory technician ,4,married,0,No,18,1,full-time,1,3,7,7,7,yes,4625,8
28,no,travel_frequently,1,2,life sciences,3,M,2,2, sales executive ,4,married,1,unknown,12,3,full-time,1,3,7,0,7,yes,4121,7
47,no,non-travel,14,4,unknown,3,M,3,2, research scientist ,2,married,8,unknown,18,3,part-time,1,4,8,1,7,no,6399,11
34,no,travel_rarely,13,4,medical,4,M,3,3, sales executive ,3,divorced,1,No,18,3,full-time,1,2,8,1,1,yes,5129,9
26,no,non-travel,1,3,medical,3,M,3,1, laboratory technician ,1,single,0,No,13,4,full-time,0,3,7,7,6,yes,4625,8
27,no,travel_rarely,9,3,unknown,4,M,3,2, sales executive ,4,unknown,1,unknown,14,1,full-time,0,3,7,0,7,no,6399,11
31,yes,travel_frequently,26,4,marketing,1,M,3,2, sales executive ,4,unknown,1,Yes,11,3,full-time,0,3,10,0,8,yes,5633,10
33,no,travel_frequently,7,2,life sciences,4,M,3,2, healthcare representative ,3,divorced,1,unknown,20,3,full-time,3,3,9,2,8,yes,5129,9
31,no,non-travel,10,3,unknown,3,F,3,3, research director ,3,married,4,No,20,3,full-time,1,4,11,4,8,yes,7145,13
35,no,non-travel,9,4,medical,2,M,3,2, research scientist ,3,unknown,1,No,19,2,full-time,0,3,10,0,8,yes,5098,10
33,no,travel_rarely,15,2,unknown,2,F,3,2, healthcare representative ,4,married,0,Yes,13,1,full-time,1,3,9,8,1,yes,6399,11
39,no,travel_rarely,24,1,life sciences,1,M,3,2, research scientist ,4,single,7,No,13,1,full-time,0,3,7,1,7,no,6399,11
36,no,travel_rarely,46,3,unknown,46,F,2,3, sales executive ,4,married,0,No,19,3,full-time,2,3,9,3,4,yes,5633,10
41,no,travel_rarely,28,4,life sciences,1,F,2,4, manufacturing director ,2,married,0,No,23,3,full-time,1,3,20,0,10,yes,13570,21
34,no,non-travel,28,3,marketing,4,F,2,2, sales executive ,3,married,1,No,21,4,full-time,2,3,8,1,7,no,6712,8
38,no,travel_rarely,10,2,unknown,1,F,3,2, sales executive ,4,married,1,No,11,3,full-time,1,3,10,1,9,yes,5633,10
39,no,travel_rarely,6,1,unknown,4,M,2,3, healthcare representative ,1,unknown,4,unknown,15,1,part-time,1,3,7,1,7,yes,9991,17
34,no,travel_rarely,7,4,unknown,1,F,3,3, research director ,2,single,0,No,11,3,full-time,0,3,12,2,11,no,6399,11
44,no,travel_rarely,7,4,medical,1,F,2,3, healthcare representative ,4,married,3,unknown,14,4,full-time,1,3,22,5,17,yes,10248,24
46,no,non-travel,5,4,unknown,1,M,3,2, sales executive ,4,single,4,unknown,21,3,full-time,0,3,9,0,8,yes,7649,14
41,no,travel_frequently,10,3,life sciences,4,M,2,4, manager ,1,divorced,4,unknown,13,2,full-time,1,2,7,7,7,no,6399,11
39,no,non-travel,2,4,unknown,3,F,3,3, healthcare representative ,3,single,0,No,25,4,full-time,0,3,19,11,8,no,10938,20
42,no,travel_rarely,2,3,medical,4,F,2,1, laboratory technician ,1,divorced,0,Yes,11,3,part-time,1,3,9,7,8,yes,2593,10
33,no,travel_frequently,5,4,unknown,4,F,3,3, manager ,2,married,6,unknown,11,2,part-time,2,3,10,8,8,yes,11878,12
35,no,travel_rarely,5,4,technical degree,3,M,3,3, manufacturing director ,2,single,0,No,13,4,part-time,0,3,16,0,13,yes,8095,17
33,yes,travel_rarely,15,1,medical,2,M,3,3, manager ,3,married,7,unknown,12,4,full-time,0,4,7,7,7,yes,8153,15
40,no,travel_rarely,6,3,life sciences,2,F,3,4, manufacturing director ,3,single,7,No,15,3,full-time,0,3,20,5,13,no,11681,22
41,no,travel_rarely,10,4,human resources,2,M,2,5, manager ,4,divorced,3,No,15,2,full-time,3,2,21,12,6,no,12185,23
27,no,non-travel,7,3,unknown,4,F,2,2, healthcare representative ,1,unknown,8,No,19,1,full-time,0,1,7,0,7,no,6399,11
52,no,travel_rarely,3,4,marketing,3,M,2,4, manager ,1,unknown,1,unknown,11,1,full-time,0,4,34,1,16,yes,16856,28
51,no,travel_rarely,26,4,marketing,1,F,3,4, manager ,3,married,2,No,14,3,full-time,1,2,20,4,17,no,6399,11
47,no,travel_rarely,2,2,marketing,3,F,3,2, sales executive ,4,unknown,0,unknown,22,1,full-time,1,3,7,7,7,yes,4537,8
50,no,non-travel,2,4,unknown,1,M,3,4, manager ,1,divorced,1,unknown,11,4,full-time,1,3,31,14,7,no,17924,31
35,no,travel_rarely,21,1,life sciences,4,F,3,2, healthcare representative ,4,married,1,unknown,25,4,full-time,1,1,10,0,7,yes,4014,10
39,no,travel_rarely,1,1,unknown,4,F,2,4, manufacturing director ,4,married,1,No,16,3,full-time,1,3,21,11,8,yes,12742,21
39,no,travel_frequently,22,3,medical,4,F,3,3, manufacturing director ,1,single,1,unknown,13,3,full-time,0,3,21,2,8,no,6399,11
41,no,non-travel,7,2,unknown,2,F,4,1, research scientist ,3,unknown,1,No,13,3,part-time,0,3,10,0,8,no,3376,6
44,yes,non-travel,1,2,medical,2,M,2,3, human resources ,1,married,9,No,14,4,part-time,1,3,20,3,6,yes,10482,24
42,no,non-travel,2,2,medical,4,M,3,4, manager ,1,unknown,0,No,17,4,full-time,1,3,22,13,7,no,12185,23
52,no,travel_rarely,7,4,life sciences,2,M,3,3, healthcare representative ,2,single,7,unknown,19,4,full-time,0,3,8,4,0,yes,9665,18
38,no,non-travel,1,3,unknown,3,M,4,1, human resources ,3,unknown,1,No,13,4,full-time,1,4,7,5,0,yes,4121,7
46,no,non-travel,1,2,life sciences,4,F,3,1, human resources ,1,unknown,6,unknown,12,3,part-time,0,4,7,5,7,yes,5633,10
35,no,non-travel,4,4,life sciences,3,M,3,2, research scientist ,3,single,1,unknown,11,2,full-time,0,3,9,1,1,no,4249,8
28,no,travel_rarely,29,1,life sciences,3,M,1,2, manufacturing director ,2,married,1,unknown,14,2,full-time,2,2,8,1,7,yes,6549,8
44,no,non-travel,28,3,life sciences,4,M,3,4, research director ,1,married,3,No,13,3,full-time,1,4,20,14,17,yes,6399,11
50,no,non-travel,22,5,unknown,3,M,1,4, research director ,4,unknown,1,unknown,13,4,full-time,0,3,32,13,9,no,14411,24
55,no,travel_rarely,23,5,marketing,3,M,2,5, manager ,4,unknown,1,No,21,3,part-time,1,3,36,2,13,yes,19586,36
39,no,non-travel,6,3,unknown,4,M,4,3, sales executive ,3,married,2,No,11,1,full-time,1,3,7,7,6,yes,8237,11
49,no,non-travel,13,4,unknown,13,F,3,1, laboratory technician ,1,unknown,1,unknown,14,4,full-time,1,2,9,1,4,yes,3211,10
45,no,non-travel,28,2,technical degree,4,F,2,4, research director ,2,single,1,unknown,11,3,full-time,0,3,21,8,6,no,16704,21
46,no,non-travel,2,3,unknown,3,M,3,3, sales executive ,4,unknown,4,unknown,12,2,full-time,1,2,10,0,3,no,6399,11
27,no,non-travel,15,3,unknown,4,F,2,1, research scientist ,1,married,0,No,19,4,full-time,1,3,7,7,3,no,4774,8
42,no,travel_rarely,2,3,unknown,1,M,3,5, manager ,3,married,5,unknown,11,1,full-time,0,2,22,4,14,yes,12689,24
49,no,non-travel,2,3,unknown,4,M,2,2, sales executive ,2,married,2,unknown,14,4,part-time,0,2,9,0,8,yes,9161,17
29,no,travel_rarely,15,2,life sciences,4,F,2,2, laboratory technician ,3,single,0,Yes,12,4,full-time,0,3,9,0,8,yes,5633,10
34,no,non-travel,12,4,marketing,12,M,3,2, sales executive ,3,unknown,0,No,20,3,full-time,0,3,9,8,7,no,4568,8
37,no,non-travel,1,4,unknown,1,M,2,2, manufacturing director ,3,divorced,1,No,18,3,part-time,1,3,7,0,7,no,5993,10
36,no,non-travel,11,3,unknown,2,M,2,2, manufacturing director ,2,single,1,No,13,3,full-time,0,3,6,0,3,yes,6499,6
45,no,non-travel,29,3,unknown,3,M,3,1, research scientist ,4,single,5,unknown,13,2,full-time,0,2,6,0,3,yes,3452,9
29,no,travel_rarely,15,3,unknown,3,M,3,1, research scientist ,4,unknown,1,No,19,1,full-time,0,3,6,1,5,no,3617,6
26,no,non-travel,1,3,unknown,3,F,3,2, manufacturing director ,2,unknown,1,No,20,1,part-time,1,1,6,1,4,no,6397,6
28,no,non-travel,9,4,life sciences,2,M,3,2, sales executive ,4,single,1,No,16,4,full-time,0,3,7,0,7,yes,6399,11
42,no,travel_frequently,30,4,technical degree,4,F,2,2, healthcare representative ,4,married,0,No,11,4,part-time,3,4,6,0,4,yes,4121,7
31,no,travel_rarely,2,1,life sciences,2,M,3,2, sales executive ,4,unknown,4,Yes,13,3,part-time,0,4,6,0,5,yes,5633,10
37,no,travel_rarely,47,3,unknown,47,F,3,3, manufacturing director ,4,single,4,unknown,17,4,full-time,0,4,6,1,2,yes,6399,11
37,no,non-travel,9,4,unknown,1,M,3,3, sales executive ,2,divorced,1,No,13,4,full-time,1,3,9,7,7,no,5129,9
37,no,travel_rarely,1,4,life sciences,2,F,3,2, manufacturing director ,2,married,6,unknown,12,2,full-time,1,2,6,4,3,no,4625,8
24,no,travel_rarely,23,3,medical,2,M,4,1, research scientist ,4,unknown,1,unknown,11,2,full-time,2,3,6,1,4,yes,2725,5
50,no,non-travel,3,3,unknown,1,M,3,5, manager ,2,married,1,No,11,3,part-time,1,3,32,10,7,no,6399,11
34,no,non-travel,1,2,life sciences,2,M,2,1, research scientist ,4,unknown,1,Yes,13,4,full-time,1,3,6,1,3,yes,3622,6
27,no,travel_frequently,3,1,medical,4,F,4,2, sales executive ,4,unknown,1,unknown,20,2,part-time,2,3,6,0,4,no,6399,11
25,no,non-travel,42,1,unknown,42,F,3,2, sales executive ,4,single,1,No,23,2,full-time,0,2,6,1,4,no,6180,6
34,no,non-travel,25,3,other,4,M,3,2, sales executive ,4,single,1,No,22,3,full-time,0,3,6,1,4,yes,6274,6
34,no,non-travel,2,4,unknown,3,F,2,1, research scientist ,1,unknown,1,unknown,11,3,part-time,0,3,6,1,3,yes,4381,6
35,no,non-travel,7,3,other,3,M,3,3, manufacturing director ,3,single,3,No,21,2,full-time,0,4,8,1,6,no,9161,17
35,no,non-travel,16,1,medical,16,F,2,1, research scientist ,1,unknown,1,unknown,11,4,full-time,0,2,6,1,1,no,2559,6
33,no,non-travel,1,4,unknown,3,F,4,2, healthcare representative ,2,married,1,Yes,13,1,full-time,1,3,6,1,2,yes,5488,10
29,no,non-travel,28,4,life sciences,3,F,3,1, research scientist ,4,divorced,4,No,22,1,full-time,1,3,7,1,7,no,2514,11
29,no,travel_frequently,10,3,unknown,4,F,3,1, research scientist ,2,divorced,0,No,14,4,full-time,2,2,7,1,1,yes,4625,8
34,no,non-travel,9,1,life sciences,2,F,3,2, sales executive ,3,married,1,unknown,20,1,part-time,0,2,6,1,3,no,6399,11
28,no,travel_rarely,19,4,medical,4,M,2,1, laboratory technician ,1,married,1,unknown,12,3,full-time,3,3,6,3,3,no,3196,6
44,no,non-travel,2,1,life sciences,1,F,4,1, research scientist ,4,married,1,unknown,13,4,full-time,1,3,10,7,7,no,5633,10
31,no,travel_rarely,11,2,unknown,3,M,3,2, healthcare representative ,1,married,1,Yes,12,4,full-time,0,2,6,0,1,no,3617,6
26,no,non-travel,4,2,life sciences,3,M,3,1, research scientist ,4,unknown,1,Yes,20,2,part-time,0,2,8,2,2,no,6399,11
47,no,travel_rarely,1,3,unknown,1,M,3,1, research scientist ,4,unknown,7,No,12,3,part-time,1,2,6,1,2,yes,3420,17
37,no,non-travel,5,2,unknown,3,M,4,1, laboratory technician ,3,single,0,No,14,1,full-time,0,1,6,1,3,no,4121,7
32,no,non-travel,1,4,unknown,4,M,3,2, research scientist ,1,married,4,unknown,14,2,full-time,1,2,6,1,2,yes,4087,9
32,no,non-travel,2,3,medical,4,M,3,2, research scientist ,2,divorced,0,No,13,3,full-time,2,2,9,1,6,yes,5633,10
33,no,non-travel,16,3,life sciences,3,F,3,2, sales executive ,4,unknown,1,Yes,25,3,part-time,1,3,6,1,2,no,5368,7
47,yes,non-travel,9,3,unknown,3,M,1,4, sales executive ,3,married,7,No,11,3,full-time,0,1,23,14,10,yes,12936,25
41,yes,non-travel,1,2,unknown,2,F,3,2, sales executive ,4,unknown,8,Yes,11,1,full-time,0,1,6,0,5,no,4625,8
35,no,travel_rarely,16,3,medical,1,M,4,1, laboratory technician ,2,married,0,unknown,13,3,full-time,1,3,5,0,3,no,3617,6
29,no,travel_rarely,2,3,life sciences,3,M,3,1, research scientist ,2,married,0,No,23,4,full-time,1,3,5,0,4,no,6399,11
32,no,travel_rarely,1,3,life sciences,2,M,3,2, research scientist ,2,unknown,1,No,17,2,part-time,2,3,10,0,9,yes,5633,10
35,no,travel_rarely,1,3,medical,2,M,2,1, research scientist ,3,single,1,No,18,1,full-time,0,3,6,0,4,no,3617,6
56,no,non-travel,13,3,unknown,4,M,1,3, manufacturing director ,4,unknown,4,No,11,1,full-time,0,2,6,0,2,yes,19241,37
28,no,non-travel,4,3,medical,2,M,3,2, sales executive ,3,unknown,1,unknown,15,2,part-time,0,4,5,0,4,yes,4221,5
25,yes,travel_rarely,5,3,unknown,3,M,2,2, sales executive ,3,single,1,Yes,11,4,full-time,0,3,6,0,3,yes,6399,11
56,yes,non-travel,14,4,life sciences,2,F,3,1, research scientist ,2,unknown,9,unknown,18,1,full-time,3,3,5,4,3,yes,4963,7
26,no,non-travel,6,3,unknown,3,F,2,1, research scientist ,2,married,1,unknown,19,3,full-time,0,2,5,4,3,no,3113,5
32,yes,non-travel,9,3,medical,1,F,3,1, laboratory technician ,1,unknown,7,No,22,1,part-time,0,4,5,0,4,no,4200,7
30,no,travel_rarely,18,3,life sciences,1,F,3,1, research scientist ,3,single,1,No,14,3,part-time,0,2,5,0,4,yes,6399,11
50,no,travel_rarely,11,3,unknown,3,F,3,5, manager ,2,unknown,3,unknown,15,2,full-time,0,3,5,4,4,no,6399,11
32,no,non-travel,6,5,life sciences,3,M,3,1, research scientist ,3,unknown,3,No,20,1,full-time,0,3,5,1,4,no,4625,8
45,no,travel_rarely,4,2,unknown,3,F,3,2, sales executive ,1,unknown,4,unknown,11,1,full-time,1,4,5,0,3,no,5006,9
43,no,non-travel,7,3,unknown,4,M,4,1, research scientist ,4,divorced,4,No,14,4,full-time,3,4,5,2,2,yes,4121,7
29,yes,non-travel,27,3,marketing,2,F,3,3, sales executive ,4,married,1,unknown,22,4,full-time,3,2,10,1,9,yes,7639,10
31,no,non-travel,1,4,medical,3,M,1,2, manufacturing director ,3,unknown,0,unknown,12,4,full-time,1,3,5,1,4,yes,3617,6
33,yes,non-travel,14,3,unknown,3,M,3,1, laboratory technician ,4,married,5,Yes,13,3,full-time,1,1,5,0,4,no,4625,8
31,yes,non-travel,29,2,unknown,3,M,2,1, laboratory technician ,2,unknown,0,No,11,2,part-time,0,4,5,1,4,yes,6399,11
37,no,non-travel,6,4,unknown,3,M,3,2, sales executive ,4,unknown,4,No,14,2,full-time,1,4,5,0,1,yes,6502,11
50,no,non-travel,4,1,unknown,1,M,3,5, research director ,2,divorced,3,No,14,1,full-time,2,2,10,1,6,no,14705,28
42,no,travel_frequently,26,3,unknown,3,F,3,4, sales executive ,2,married,5,unknown,14,4,full-time,1,3,20,4,8,yes,13525,22
27,no,non-travel,2,3,unknown,4,M,3,2, sales executive ,3,unknown,1,Yes,11,1,part-time,0,3,5,0,4,yes,3113,5
27,no,non-travel,1,1,marketing,3,M,3,2, sales executive ,2,unknown,0,Yes,13,4,full-time,1,3,5,1,4,yes,6349,11
41,no,travel_rarely,6,3,unknown,4,M,2,2, manufacturing director ,2,single,6,Yes,15,4,full-time,0,3,5,1,2,yes,6399,11
37,no,travel_rarely,10,3,medical,3,F,3,1, laboratory technician ,1,unknown,6,No,20,2,part-time,1,3,5,0,3,yes,6399,11
40,yes,non-travel,22,2,unknown,22,M,2,2, sales executive ,3,unknown,2,Yes,12,1,full-time,2,3,6,1,0,yes,6380,8
55,no,non-travel,2,3,unknown,3,F,3,4, manager ,4,single,2,Yes,13,3,full-time,0,3,5,1,2,no,6399,11
26,yes,travel_frequently,3,1,unknown,3,M,3,1, research scientist ,1,unknown,0,unknown,22,3,full-time,0,3,6,0,4,yes,3102,6
40,no,travel_rarely,2,2,marketing,4,F,3,2, sales executive ,2,divorced,7,unknown,12,3,full-time,2,3,5,1,3,yes,6399,11
25,no,non-travel,4,2,unknown,2,F,2,2, sales executive ,4,single,1,Yes,11,2,full-time,0,3,5,1,3,no,3113,5
30,no,non-travel,12,3,unknown,2,F,3,2, sales executive ,3,single,0,No,11,2,full-time,0,3,5,4,4,yes,6399,11
52,no,travel_rarely,32,3,unknown,4,M,2,3, manufacturing director ,3,married,2,unknown,14,3,part-time,0,3,5,0,4,no,6399,11
42,no,travel_frequently,12,2,unknown,1,F,3,2, research scientist ,3,unknown,2,No,11,2,full-time,1,3,5,0,2,no,4556,19
30,no,travel_rarely,2,3,life sciences,3,F,1,2, manufacturing director ,4,unknown,2,No,20,3,full-time,0,3,5,0,2,yes,6137,11
35,no,travel_rarely,22,3,life sciences,4,M,1,1, laboratory technician ,3,single,0,No,15,3,full-time,0,3,5,4,3,no,4230,8
31,no,travel_rarely,7,3,unknown,3,M,2,3, manager ,4,divorced,9,unknown,21,3,part-time,1,2,5,0,1,yes,5633,10
35,no,travel_rarely,1,3,unknown,1,F,3,2, sales executive ,3,single,1,unknown,16,4,part-time,0,3,5,0,3,yes,4859,5
