,age,attrition,business_travel,distance_from_home,education,education_field,environment_satisfaction,gender,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_income_$,num_companies_worked,over_time,percent_salary_hike,performance_rating,relationship_satisfaction,standard_hours,stock_option_level,total_working_years,worklife_balance,years_at_company,years_since_last_promotion,years_with_curr_manager,remote_work
386,28,no,non-travel,12,3,,12,F,3,3, manufacturing director ,2,,,0,,17,3.0,2,part-time,3,,2.0,9,1,7,yes
387,43,no,travel_frequently,27,3,life sciences,3,F,3,3, manufacturing director ,1,married,,8,No,11,3.0,3,full-time,1,18.0,3.0,8,0,1,no
388,39,yes,travel_frequently,2,3,life sciences,1,M,3,4, healthcare representative ,4,,,7,No,11,3.0,4,full-time,3,21.0,3.0,18,11,5,no
389,40,no,travel_rarely,14,3,,3,M,2,5, research director ,3,,,1,No,14,,1,part-time,0,,,20,4,9,yes
390,29,no,travel_rarely,8,1,medical,2,M,2,2, manufacturing director ,4,married,,1,,15,3.0,3,part-time,1,10.0,2.0,10,1,2,yes
391,40,no,non-travel,32,4,,2,F,3,3, research director ,3,,13499.0,9,No,17,3.0,3,full-time,0,20.0,2.0,18,2,13,no
392,26,no,travel_rarely,3,4,,1,M,4,1, laboratory technician ,4,,,1,,22,4.0,2,full-time,1,8.0,3.0,8,0,7,yes
393,35,no,travel_rarely,2,3,,3,M,2,3, manufacturing director ,2,divorced,,2,No,18,3.0,2,part-time,1,15.0,4.0,7,6,4,yes
394,53,no,non-travel,7,2,medical,4,F,3,5, manager ,3,divorced,,3,No,18,3.0,2,full-time,1,26.0,3.0,7,4,7,no
395,35,no,non-travel,17,4,life sciences,3,M,3,2, sales executive ,1,,,3,,15,3.0,4,full-time,3,15.0,3.0,7,1,7,yes
396,33,no,non-travel,25,3,medical,2,F,3,2, sales executive ,3,,,1,No,12,3.0,1,full-time,1,,2.0,10,0,1,yes
397,36,no,non-travel,6,4,life sciences,3,M,1,1, laboratory technician ,3,divorced,,1,No,14,3.0,3,full-time,1,,3.0,7,1,7,yes
398,30,no,travel_rarely,7,4,life sciences,3,M,3,2, laboratory technician ,3,divorced,3491.0,1,,13,,1,full-time,3,,2.0,10,8,9,yes
399,60,no,non-travel,29,4,,29,M,4,2, sales executive ,4,divorced,5220.0,0,,18,3.0,2,full-time,1,12.0,3.0,11,1,9,yes
400,32,no,non-travel,2,2,life sciences,4,F,3,2, research scientist ,3,single,,4,Yes,14,3.0,4,full-time,0,10.0,3.0,8,0,7,no
401,36,no,non-travel,1,3,technical degree,3,F,1,3, manufacturing director ,1,divorced,10252.0,2,Yes,21,4.0,3,full-time,1,17.0,3.0,7,7,7,yes
402,27,no,travel_rarely,14,3,,1,M,3,1, research scientist ,1,,,1,,14,3.0,4,part-time,2,,2.0,9,6,8,yes
403,43,no,non-travel,3,3,life sciences,3,M,1,5, research director ,4,,19740.0,3,No,14,3.0,2,part-time,1,,3.0,8,0,7,yes
404,29,no,travel_rarely,1,3,,4,F,2,4, research director ,4,divorced,,3,No,14,3.0,2,full-time,2,9.0,2.0,7,1,7,yes
405,59,no,non-travel,24,4,,24,M,3,3, manufacturing director ,4,single,,6,No,12,3.0,4,full-time,0,,2.0,9,5,4,no
406,43,no,travel_rarely,4,4,marketing,4,F,2,3, sales executive ,4,single,,3,No,14,3.0,4,full-time,0,23.0,4.0,21,15,17,yes
407,44,yes,travel_rarely,15,3,medical,1,F,3,3, healthcare representative ,4,married,,1,,11,3.0,4,part-time,1,,3.0,10,0,5,yes
408,29,yes,non-travel,7,3,technical degree,2,F,3,1, laboratory technician ,3,divorced,,3,Yes,13,3.0,1,full-time,2,10.0,3.0,7,7,7,yes
409,32,no,travel_rarely,8,3,,3,M,4,2, sales executive ,4,married,6209.0,1,,15,3.0,3,full-time,2,,4.0,10,0,8,no
410,36,no,travel_rarely,10,4,technical degree,4,F,3,3, healthcare representative ,3,married,7094.0,3,No,12,3.0,1,full-time,0,,3.0,7,1,7,yes
411,52,yes,non-travel,5,3,,2,M,3,3, sales executive ,2,single,,9,Yes,19,3.0,3,full-time,0,,2.0,8,7,7,yes
412,39,no,travel_rarely,33,2,,1,M,3,2, manufacturing director ,3,single,4534.0,0,,11,3.0,1,full-time,0,,,8,1,7,yes
413,34,no,non-travel,9,3,,4,M,3,3, healthcare representative ,4,,8500.0,0,,11,,4,part-time,1,10.0,2.0,9,1,6,yes
414,38,no,non-travel,2,2,life sciences,2,F,3,2, sales executive ,1,,,3,,15,3.0,4,full-time,1,11.0,3.0,7,1,7,yes
415,36,no,travel_frequently,12,3,marketing,12,F,4,2, sales executive ,1,married,4639.0,2,No,16,3.0,4,full-time,1,,2.0,15,6,13,yes
416,35,no,non-travel,1,3,,4,F,2,2, laboratory technician ,4,,5363.0,0,No,12,3.0,2,part-time,1,10.0,3.0,9,0,0,no
417,55,yes,non-travel,13,4,,1,M,4,4, sales executive ,3,,,6,,17,3.0,3,part-time,0,,2.0,19,3,8,yes
418,34,no,non-travel,29,3,,2,M,3,2, laboratory technician ,3,,,4,,13,3.0,1,full-time,2,10.0,3.0,8,7,7,no
419,43,no,non-travel,6,3,medical,1,F,2,2, research scientist ,3,single,4081.0,1,Yes,14,3.0,1,full-time,0,20.0,1.0,20,1,8,no
420,42,no,travel_rarely,10,3,human resources,3,F,3,4, manager ,1,married,,0,,14,3.0,3,part-time,1,21.0,3.0,20,0,9,no
421,26,no,travel_rarely,7,3,,3,M,4,1, laboratory technician ,1,single,3578.0,0,No,12,3.0,4,full-time,0,8.0,3.0,7,0,7,yes
422,29,yes,non-travel,14,1,other,3,F,3,3, healthcare representative ,4,single,,0,Yes,12,3.0,1,full-time,0,,3.0,8,7,7,yes
423,54,no,non-travel,1,3,,4,F,3,4, research director ,4,,17328.0,6,,19,3.0,4,full-time,0,29.0,2.0,20,12,7,no
424,55,no,non-travel,1,4,,2,M,4,4, research director ,4,divorced,,2,No,13,3.0,4,part-time,2,31.0,4.0,7,0,0,yes
425,40,no,non-travel,9,4,other,3,M,3,2, laboratory technician ,3,,,3,No,11,3.0,3,part-time,2,11.0,,8,0,7,yes
426,31,no,non-travel,8,2,,1,M,3,3, sales executive ,4,divorced,10793.0,1,,18,,1,full-time,1,13.0,3.0,13,9,9,yes
427,46,yes,non-travel,9,3,marketing,1,M,3,3, sales executive ,4,divorced,,4,No,11,3.0,1,full-time,1,28.0,4.0,7,4,3,yes
428,45,no,travel_rarely,20,3,medical,2,M,1,3, healthcare representative ,1,,10851.0,2,Yes,18,3.0,2,part-time,1,,3.0,7,0,7,no
429,49,no,travel_rarely,7,4,life sciences,3,M,3,3, healthcare representative ,2,divorced,10466.0,3,,14,3.0,2,full-time,2,29.0,3.0,8,0,7,no
430,29,no,travel_rarely,19,3,,3,M,2,2, sales executive ,3,,,1,,14,3.0,3,full-time,2,10.0,3.0,10,0,4,yes
431,29,yes,non-travel,1,4,technical degree,1,M,2,1, research scientist ,1,single,2362.0,6,No,13,3.0,3,full-time,0,,1.0,9,0,7,yes
432,29,no,non-travel,8,1,other,3,F,1,2, healthcare representative ,1,,,3,No,13,3.0,3,full-time,1,9.0,3.0,7,0,7,yes
433,40,no,travel_rarely,6,2,,3,M,3,4, manager ,4,single,,1,Yes,21,4.0,4,part-time,0,21.0,3.0,21,7,7,yes
434,48,no,non-travel,16,4,life sciences,3,F,3,2, sales executive ,3,divorced,6439.0,8,No,14,3.0,3,full-time,1,18.0,,8,7,7,yes
435,53,yes,non-travel,2,5,,3,F,2,3, manufacturing director ,4,married,,0,,16,3.0,2,full-time,1,,3.0,33,1,9,yes
436,44,no,non-travel,7,3,medical,2,F,3,5, research director ,4,,,0,Yes,14,,4,part-time,1,,2.0,22,1,10,no
437,45,no,non-travel,5,5,,3,F,1,2, laboratory technician ,1,,5769.0,1,,14,3.0,1,full-time,0,10.0,3.0,10,1,4,no
438,45,no,non-travel,26,3,marketing,1,M,2,2, sales executive ,1,,4385.0,1,,15,,1,part-time,1,10.0,,10,4,5,no
439,34,no,travel_frequently,10,4,,3,M,4,2, manufacturing director ,4,,,1,,13,3.0,1,full-time,1,9.0,,9,7,2,yes
440,39,no,non-travel,10,5,medical,2,M,3,2, manufacturing director ,1,,,2,,13,3.0,4,full-time,3,,3.0,7,7,7,no
441,27,no,non-travel,36,3,,36,M,2,1, laboratory technician ,1,divorced,4066.0,1,No,11,3.0,1,full-time,2,7.0,3.0,7,0,7,yes
442,45,no,travel_rarely,2,2,,4,F,2,2, manufacturing director ,4,divorced,,1,,19,3.0,1,full-time,2,10.0,3.0,10,3,9,yes
443,44,no,non-travel,1,5,,1,M,3,2, human resources ,4,married,,4,Yes,11,3.0,3,full-time,0,14.0,3.0,10,0,2,yes
444,25,no,non-travel,2,1,life sciences,4,M,4,2, manufacturing director ,3,divorced,5206.0,1,,17,3.0,3,full-time,2,7.0,3.0,7,0,7,no
445,49,no,non-travel,1,3,,3,M,3,4, manager ,3,single,,4,,14,3.0,1,part-time,0,23.0,3.0,8,0,0,yes
446,48,yes,travel_frequently,7,2,,4,F,3,1, sales representative ,3,,2655.0,2,,11,,3,part-time,2,19.0,3.0,9,7,7,no
447,26,no,non-travel,7,3,medical,4,M,3,1, laboratory technician ,4,,2570.0,1,No,20,4.0,3,part-time,0,7.0,3.0,7,5,7,yes
448,44,no,travel_rarely,2,3,life sciences,3,F,4,3, healthcare representative ,4,,,1,,19,,2,full-time,1,,3.0,8,6,7,yes
449,36,no,non-travel,2,4,,3,F,3,2, sales representative ,4,single,4502.0,3,,15,,3,full-time,0,17.0,2.0,13,6,7,yes
450,46,no,non-travel,13,4,,3,M,3,2, healthcare representative ,2,single,,6,No,14,3.0,4,full-time,0,19.0,3.0,10,0,9,yes
451,35,no,non-travel,27,4,life sciences,4,M,3,2, manufacturing director ,3,married,,2,,16,3.0,2,part-time,1,17.0,3.0,7,0,7,yes
452,30,no,travel_frequently,2,4,,4,F,2,1, research scientist ,1,,4968.0,0,,16,3.0,4,part-time,0,10.0,,9,0,7,no
453,30,no,non-travel,15,2,marketing,3,M,2,3, sales executive ,1,,,2,No,11,3.0,1,part-time,1,,3.0,7,1,7,yes
454,33,no,non-travel,2,3,marketing,4,F,3,2, sales executive ,2,,5147.0,8,No,15,3.0,4,full-time,0,13.0,2.0,11,1,7,yes
455,32,no,non-travel,5,4,,2,M,3,1, research scientist ,2,single,2718.0,2,No,14,3.0,2,full-time,0,12.0,3.0,7,0,7,yes
456,43,no,travel_rarely,2,3,life sciences,2,M,3,1, human resources ,4,,3539.0,0,No,13,3.0,2,part-time,0,,3.0,9,1,8,no
457,31,no,travel_rarely,29,4,marketing,1,F,2,2, sales executive ,4,,5468.0,1,,14,3.0,1,full-time,2,,3.0,12,5,7,yes
458,35,yes,non-travel,27,3,,3,M,3,2, sales executive ,4,,5813.0,1,,18,3.0,4,part-time,0,,3.0,10,7,7,no
459,35,no,non-travel,2,2,medical,2,M,3,2, manufacturing director ,4,divorced,,2,No,14,3.0,3,full-time,1,15.0,3.0,7,1,7,no
460,30,no,non-travel,10,3,medical,1,F,3,3, manufacturing director ,3,single,9667.0,9,No,14,3.0,2,full-time,0,9.0,3.0,7,0,2,no
461,46,yes,travel_rarely,19,2,medical,4,F,3,2, healthcare representative ,2,married,,4,No,22,4.0,4,full-time,1,13.0,4.0,9,3,7,no
462,45,no,non-travel,2,4,,3,F,3,2, sales executive ,3,married,5154.0,4,,22,4.0,2,full-time,2,10.0,4.0,8,5,7,no
463,43,no,travel_frequently,2,4,life sciences,1,M,3,2, sales executive ,4,married,5675.0,1,,20,4.0,3,full-time,1,7.0,3.0,7,7,7,no
464,46,yes,non-travel,10,3,life sciences,3,F,3,3, sales executive ,2,,7314.0,5,,21,4.0,3,part-time,3,14.0,3.0,8,0,7,yes
465,40,no,travel_rarely,1,4,,1,M,3,4, manager ,1,,,2,,11,3.0,1,full-time,1,22.0,,19,11,16,yes
466,27,no,travel_rarely,2,2,,1,F,4,2, sales executive ,3,single,,0,No,14,3.0,2,full-time,0,9.0,2.0,8,0,7,no
467,42,no,non-travel,6,3,medical,3,M,3,3, research director ,1,married,,9,No,13,3.0,2,part-time,1,18.0,4.0,13,5,7,yes
468,26,no,travel_frequently,6,3,other,3,M,4,1, laboratory technician ,4,married,,0,No,18,3.0,1,full-time,1,8.0,3.0,7,7,7,yes
469,28,no,travel_frequently,1,2,life sciences,3,M,2,2, sales executive ,4,married,,1,,12,3.0,3,full-time,1,7.0,3.0,7,0,7,yes
470,47,no,non-travel,14,4,,3,M,3,2, research scientist ,2,married,,8,,18,3.0,3,part-time,1,,4.0,8,1,7,no
471,34,no,travel_rarely,13,4,medical,4,M,3,3, sales executive ,3,divorced,,1,No,18,3.0,3,full-time,1,9.0,2.0,8,1,1,yes
472,26,no,non-travel,1,3,medical,3,M,3,1, laboratory technician ,1,single,,0,No,13,3.0,4,full-time,0,8.0,,7,7,6,yes
473,27,no,travel_rarely,9,3,,4,M,3,2, sales executive ,4,,,1,,14,3.0,1,full-time,0,,,7,0,7,no
474,31,yes,travel_frequently,26,4,marketing,1,M,3,2, sales executive ,4,,,1,Yes,11,3.0,3,full-time,0,10.0,3.0,10,0,8,yes
475,33,no,travel_frequently,7,2,life sciences,4,M,3,2, healthcare representative ,3,divorced,,1,,20,,3,full-time,3,9.0,3.0,9,2,8,yes
476,31,no,non-travel,10,3,,3,F,3,3, research director ,3,married,,4,No,20,4.0,3,full-time,1,13.0,4.0,11,4,8,yes
477,35,no,non-travel,9,4,medical,2,M,3,2, research scientist ,3,,5098.0,1,No,19,3.0,2,full-time,0,10.0,3.0,10,0,8,yes
478,33,no,travel_rarely,15,2,,2,F,3,2, healthcare representative ,4,married,,0,Yes,13,,1,full-time,1,,3.0,9,8,1,yes
479,39,no,travel_rarely,24,1,life sciences,1,M,3,2, research scientist ,4,single,,7,No,13,,1,full-time,0,,3.0,7,1,7,no
480,36,no,travel_rarely,46,3,,46,F,2,3, sales executive ,4,married,,0,No,19,3.0,3,full-time,2,10.0,3.0,9,3,4,yes
481,41,no,travel_rarely,28,4,life sciences,1,F,2,4, manufacturing director ,2,married,13570.0,0,No,23,,3,full-time,1,21.0,3.0,20,0,10,yes
482,34,no,non-travel,28,3,marketing,4,F,2,2, sales executive ,3,married,6712.0,1,No,21,4.0,4,full-time,2,8.0,3.0,8,1,7,no
483,38,no,travel_rarely,10,2,,1,F,3,2, sales executive ,4,married,,1,No,11,3.0,3,full-time,1,10.0,3.0,10,1,9,yes
484,39,no,travel_rarely,6,1,,4,M,2,3, healthcare representative ,1,,9991.0,4,,15,3.0,1,part-time,1,,3.0,7,1,7,yes
485,34,no,travel_rarely,7,4,,1,F,3,3, research director ,2,single,,0,No,11,,3,full-time,0,,3.0,12,2,11,no
486,44,no,travel_rarely,7,4,medical,1,F,2,3, healthcare representative ,4,married,10248.0,3,,14,,4,full-time,1,24.0,3.0,22,5,17,yes
487,46,no,non-travel,5,4,,1,M,3,2, sales executive ,4,single,,4,,21,,3,full-time,0,14.0,3.0,9,0,8,yes
488,41,no,travel_frequently,10,3,life sciences,4,M,2,4, manager ,1,divorced,,4,,13,3.0,2,full-time,1,,2.0,7,7,7,no
489,39,no,non-travel,2,4,,3,F,3,3, healthcare representative ,3,single,10938.0,0,No,25,4.0,4,full-time,0,20.0,3.0,19,11,8,no
490,42,no,travel_rarely,2,3,medical,4,F,2,1, laboratory technician ,1,divorced,2593.0,0,Yes,11,3.0,3,part-time,1,10.0,3.0,9,7,8,yes
491,33,no,travel_frequently,5,4,,4,F,3,3, manager ,2,married,11878.0,6,,11,,2,part-time,2,12.0,3.0,10,8,8,yes
492,35,no,travel_rarely,5,4,technical degree,3,M,3,3, manufacturing director ,2,single,8095.0,0,No,13,3.0,4,part-time,0,17.0,3.0,16,0,13,yes
493,33,yes,travel_rarely,15,1,medical,2,M,3,3, manager ,3,married,,7,,12,3.0,4,full-time,0,15.0,4.0,7,7,7,yes
494,40,no,travel_rarely,6,3,life sciences,2,F,3,4, manufacturing director ,3,single,,7,No,15,3.0,3,full-time,0,22.0,3.0,20,5,13,no
495,41,no,travel_rarely,10,4,human resources,2,M,2,5, manager ,4,divorced,,3,No,15,3.0,2,full-time,3,23.0,2.0,21,12,6,no
496,27,no,non-travel,7,3,,4,F,2,2, healthcare representative ,1,,,8,No,19,3.0,1,full-time,0,,1.0,7,0,7,no
497,52,no,travel_rarely,3,4,marketing,3,M,2,4, manager ,1,,16856.0,1,,11,3.0,1,full-time,0,,4.0,34,1,16,yes
498,51,no,travel_rarely,26,4,marketing,1,F,3,4, manager ,3,married,,2,No,14,3.0,3,full-time,1,,2.0,20,4,17,no
499,47,no,travel_rarely,2,2,marketing,3,F,3,2, sales executive ,4,,4537.0,0,,22,4.0,1,full-time,1,8.0,3.0,7,7,7,yes
500,50,no,non-travel,2,4,,1,M,3,4, manager ,1,divorced,17924.0,1,,11,3.0,4,full-time,1,31.0,3.0,31,14,7,no
501,35,no,travel_rarely,21,1,life sciences,4,F,3,2, healthcare representative ,4,married,4014.0,1,,25,4.0,4,full-time,1,10.0,1.0,10,0,7,yes
502,39,no,travel_rarely,1,1,,4,F,2,4, manufacturing director ,4,married,12742.0,1,No,16,3.0,3,full-time,1,,3.0,21,11,8,yes
503,39,no,travel_frequently,22,3,medical,4,F,3,3, manufacturing director ,1,single,,1,,13,3.0,3,full-time,0,,3.0,21,2,8,no
504,41,no,non-travel,7,2,,2,F,4,1, research scientist ,3,,3376.0,1,No,13,3.0,3,part-time,0,,3.0,10,0,8,no
505,44,yes,non-travel,1,2,medical,2,M,2,3, human resources ,1,married,10482.0,9,No,14,,4,part-time,1,24.0,3.0,20,3,6,yes
506,42,no,non-travel,2,2,medical,4,M,3,4, manager ,1,,,0,No,17,3.0,4,full-time,1,23.0,3.0,22,13,7,no
507,52,no,travel_rarely,7,4,life sciences,2,M,3,3, healthcare representative ,2,single,,7,,19,3.0,4,full-time,0,18.0,,8,4,0,yes
508,38,no,non-travel,1,3,,3,M,4,1, human resources ,3,,,1,No,13,3.0,4,full-time,1,7.0,4.0,7,5,0,yes
509,46,no,non-travel,1,2,life sciences,4,F,3,1, human resources ,1,,,6,,12,3.0,3,part-time,0,10.0,4.0,7,5,7,yes
510,35,no,non-travel,4,4,life sciences,3,M,3,2, research scientist ,3,single,4249.0,1,,11,3.0,2,full-time,0,,3.0,9,1,1,no
511,28,no,travel_rarely,29,1,life sciences,3,M,1,2, manufacturing director ,2,married,6549.0,1,,14,,2,full-time,2,8.0,2.0,8,1,7,yes
512,44,no,non-travel,28,3,life sciences,4,M,3,4, research director ,1,married,,3,No,13,3.0,3,full-time,1,,4.0,20,14,17,yes
513,50,no,non-travel,22,5,,3,M,1,4, research director ,4,,14411.0,1,,13,3.0,4,full-time,0,,3.0,32,13,9,no
514,55,no,travel_rarely,23,5,marketing,3,M,2,5, manager ,4,,19586.0,1,No,21,4.0,3,part-time,1,36.0,3.0,36,2,13,yes
515,39,no,non-travel,6,3,,4,M,4,3, sales executive ,3,married,8237.0,2,No,11,3.0,1,full-time,1,11.0,3.0,7,7,6,yes
516,49,no,non-travel,13,4,,13,F,3,1, laboratory technician ,1,,3211.0,1,,14,3.0,4,full-time,1,10.0,2.0,9,1,4,yes
517,45,no,non-travel,28,2,technical degree,4,F,2,4, research director ,2,single,16704.0,1,,11,,3,full-time,0,21.0,3.0,21,8,6,no
518,46,no,non-travel,2,3,,3,M,3,3, sales executive ,4,,,4,,12,3.0,2,full-time,1,,2.0,10,0,3,no
519,27,no,non-travel,15,3,,4,F,2,1, research scientist ,1,married,4774.0,0,No,19,3.0,4,full-time,1,,,7,7,3,no
520,42,no,travel_rarely,2,3,,1,M,3,5, manager ,3,married,,5,,11,3.0,1,full-time,0,24.0,2.0,22,4,14,yes
521,49,no,non-travel,2,3,,4,M,2,2, sales executive ,2,married,,2,,14,3.0,4,part-time,0,17.0,2.0,9,0,8,yes
522,29,no,travel_rarely,15,2,life sciences,4,F,2,2, laboratory technician ,3,single,,0,Yes,12,3.0,4,full-time,0,10.0,3.0,9,0,8,yes
523,34,no,non-travel,12,4,marketing,12,M,3,2, sales executive ,3,,4568.0,0,No,20,4.0,3,full-time,0,,3.0,9,8,7,no
524,37,no,non-travel,1,4,,1,M,2,2, manufacturing director ,3,divorced,5993.0,1,No,18,3.0,3,part-time,1,,,7,0,7,no
525,36,no,non-travel,11,3,,2,M,2,2, manufacturing director ,2,single,6499.0,1,No,13,3.0,3,full-time,0,6.0,3.0,6,0,3,yes
526,45,no,non-travel,29,3,,3,M,3,1, research scientist ,4,single,3452.0,5,,13,3.0,2,full-time,0,9.0,2.0,6,0,3,yes
527,29,no,travel_rarely,15,3,,3,M,3,1, research scientist ,4,,,1,No,19,3.0,1,full-time,0,6.0,3.0,6,1,5,no
528,26,no,non-travel,1,3,,3,F,3,2, manufacturing director ,2,,6397.0,1,No,20,4.0,1,part-time,1,6.0,1.0,6,1,4,no
529,28,no,non-travel,9,4,life sciences,2,M,3,2, sales executive ,4,single,,1,No,16,3.0,4,full-time,0,,3.0,7,0,7,yes
530,42,no,travel_frequently,30,4,technical degree,4,F,2,2, healthcare representative ,4,married,,0,No,11,3.0,4,part-time,3,7.0,4.0,6,0,4,yes
531,31,no,travel_rarely,2,1,life sciences,2,M,3,2, sales executive ,4,,,4,Yes,13,3.0,3,part-time,0,10.0,4.0,6,0,5,yes
532,37,no,travel_rarely,47,3,,47,F,3,3, manufacturing director ,4,single,,4,,17,3.0,4,full-time,0,,4.0,6,1,2,yes
533,37,no,non-travel,9,4,,1,M,3,3, sales executive ,2,divorced,,1,No,13,3.0,4,full-time,1,9.0,3.0,9,7,7,no
534,37,no,travel_rarely,1,4,life sciences,2,F,3,2, manufacturing director ,2,married,,6,,12,3.0,2,full-time,1,8.0,2.0,6,4,3,no
535,24,no,travel_rarely,23,3,medical,2,M,4,1, research scientist ,4,,2725.0,1,,11,3.0,2,full-time,2,,3.0,6,1,4,yes
536,50,no,non-travel,3,3,,1,M,3,5, manager ,2,married,,1,No,11,3.0,3,part-time,1,,3.0,32,10,7,no
537,34,no,non-travel,1,2,life sciences,2,M,2,1, research scientist ,4,,3622.0,1,Yes,13,3.0,4,full-time,1,6.0,3.0,6,1,3,yes
538,27,no,travel_frequently,3,1,medical,4,F,4,2, sales executive ,4,,,1,,20,,2,part-time,2,,3.0,6,0,4,no
539,25,no,non-travel,42,1,,42,F,3,2, sales executive ,4,single,6180.0,1,No,23,4.0,2,full-time,0,6.0,2.0,6,1,4,no
540,34,no,non-travel,25,3,other,4,M,3,2, sales executive ,4,single,6274.0,1,No,22,4.0,3,full-time,0,6.0,3.0,6,1,4,yes
541,34,no,non-travel,2,4,,3,F,2,1, research scientist ,1,,4381.0,1,,11,,3,part-time,0,6.0,3.0,6,1,3,yes
542,35,no,non-travel,7,3,other,3,M,3,3, manufacturing director ,3,single,,3,No,21,4.0,2,full-time,0,17.0,4.0,8,1,6,no
543,35,no,non-travel,16,1,medical,16,F,2,1, research scientist ,1,,2559.0,1,,11,3.0,4,full-time,0,6.0,2.0,6,1,1,no
544,33,no,non-travel,1,4,,3,F,4,2, healthcare representative ,2,married,5488.0,1,Yes,13,3.0,1,full-time,1,,3.0,6,1,2,yes
545,29,no,non-travel,28,4,life sciences,3,F,3,1, research scientist ,4,divorced,2514.0,4,No,22,4.0,1,full-time,1,11.0,3.0,7,1,7,no
546,29,no,travel_frequently,10,3,,4,F,3,1, research scientist ,2,divorced,,0,No,14,3.0,4,full-time,2,8.0,2.0,7,1,1,yes
547,34,no,non-travel,9,1,life sciences,2,F,3,2, sales executive ,3,married,,1,,20,4.0,1,part-time,0,,2.0,6,1,3,no
548,28,no,travel_rarely,19,4,medical,4,M,2,1, laboratory technician ,1,married,3196.0,1,,12,3.0,3,full-time,3,6.0,3.0,6,3,3,no
549,44,no,non-travel,2,1,life sciences,1,F,4,1, research scientist ,4,married,,1,,13,3.0,4,full-time,1,10.0,3.0,10,7,7,no
550,31,no,travel_rarely,11,2,,3,M,3,2, healthcare representative ,1,married,,1,Yes,12,,4,full-time,0,6.0,2.0,6,0,1,no
551,26,no,non-travel,4,2,life sciences,3,M,3,1, research scientist ,4,,,1,Yes,20,4.0,2,part-time,0,,2.0,8,2,2,no
552,47,no,travel_rarely,1,3,,1,M,3,1, research scientist ,4,,3420.0,7,No,12,3.0,3,part-time,1,17.0,2.0,6,1,2,yes
553,37,no,non-travel,5,2,,3,M,4,1, laboratory technician ,3,single,,0,No,14,3.0,1,full-time,0,7.0,1.0,6,1,3,no
554,32,no,non-travel,1,4,,4,M,3,2, research scientist ,1,married,4087.0,4,,14,3.0,2,full-time,1,9.0,2.0,6,1,2,yes
555,32,no,non-travel,2,3,medical,4,M,3,2, research scientist ,2,divorced,,0,No,13,3.0,3,full-time,2,10.0,2.0,9,1,6,yes
556,33,no,non-travel,16,3,life sciences,3,F,3,2, sales executive ,4,,5368.0,1,Yes,25,4.0,3,part-time,1,7.0,3.0,6,1,2,no
557,47,yes,non-travel,9,3,,3,M,1,4, sales executive ,3,married,12936.0,7,No,11,,3,full-time,0,25.0,1.0,23,14,10,yes
558,41,yes,non-travel,1,2,,2,F,3,2, sales executive ,4,,,8,Yes,11,3.0,1,full-time,0,8.0,1.0,6,0,5,no
559,35,no,travel_rarely,16,3,medical,1,M,4,1, laboratory technician ,2,married,,0,,13,3.0,3,full-time,1,6.0,3.0,5,0,3,no
560,29,no,travel_rarely,2,3,life sciences,3,M,3,1, research scientist ,2,married,,0,No,23,4.0,4,full-time,1,,3.0,5,0,4,no
561,32,no,travel_rarely,1,3,life sciences,2,M,3,2, research scientist ,2,,,1,No,17,3.0,2,part-time,2,10.0,3.0,10,0,9,yes
562,35,no,travel_rarely,1,3,medical,2,M,2,1, research scientist ,3,single,,1,No,18,3.0,1,full-time,0,6.0,3.0,6,0,4,no
563,56,no,non-travel,13,3,,4,M,1,3, manufacturing director ,4,,,4,No,11,3.0,1,full-time,0,37.0,2.0,6,0,2,yes
564,28,no,non-travel,4,3,medical,2,M,3,2, sales executive ,3,,4221.0,1,,15,3.0,2,part-time,0,5.0,4.0,5,0,4,yes
565,25,yes,travel_rarely,5,3,,3,M,2,2, sales executive ,3,single,,1,Yes,11,3.0,4,full-time,0,,3.0,6,0,3,yes
566,56,yes,non-travel,14,4,life sciences,2,F,3,1, research scientist ,2,,4963.0,9,,18,3.0,1,full-time,3,7.0,3.0,5,4,3,yes
567,26,no,non-travel,6,3,,3,F,2,1, research scientist ,2,married,,1,,19,3.0,3,full-time,0,5.0,2.0,5,4,3,no
568,32,yes,non-travel,9,3,medical,1,F,3,1, laboratory technician ,1,,4200.0,7,No,22,4.0,1,part-time,0,,4.0,5,0,4,no
569,30,no,travel_rarely,18,3,life sciences,1,F,3,1, research scientist ,3,single,,1,No,14,3.0,3,part-time,0,,2.0,5,0,4,yes
570,50,no,travel_rarely,11,3,,3,F,3,5, manager ,2,,,3,,15,3.0,2,full-time,0,,3.0,5,4,4,no
571,32,no,non-travel,6,5,life sciences,3,M,3,1, research scientist ,3,,,3,No,20,4.0,1,full-time,0,8.0,,5,1,4,no
572,45,no,travel_rarely,4,2,,3,F,3,2, sales executive ,1,,5006.0,4,,11,3.0,1,full-time,1,9.0,4.0,5,0,3,no
573,43,no,non-travel,7,3,,4,M,4,1, research scientist ,4,divorced,,4,No,14,3.0,4,full-time,3,7.0,4.0,5,2,2,yes
574,29,yes,non-travel,27,3,marketing,2,F,3,3, sales executive ,4,married,7639.0,1,,22,4.0,4,full-time,3,10.0,2.0,10,1,9,yes
575,31,no,non-travel,1,4,medical,3,M,1,2, manufacturing director ,3,,,0,,12,3.0,4,full-time,1,6.0,3.0,5,1,4,yes
